Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-06,160.486,161.744,159.564,160.419,404900,0.0,0.0
2021-08-09,159.622,160.092,158.517,158.805,298600,0.0,0.0
2021-08-10,158.93,161.273,157.768,160.486,424900,0.0,0.0
2021-08-11,160.371,165.911,159.852,165.902,510000,0.0,0.0
2021-08-12,166.469,167.515,165.614,166.276,346000,0.0,0.0
2021-08-13,166.315,169.263,165.431,168.639,395800,0.0,0.0
2021-08-16,168.053,169.906,165.979,169.791,509700,0.0,0.0
2021-08-17,168.725,168.725,165.499,167.928,421800,0.0,0.0
2021-08-18,167.659,169.253,164.759,166.372,507900,0.0,0.0
2021-08-19,164.961,166.555,163.3,164.721,499400,0.0,0.0
2021-08-20,166.257,167.813,164.404,167.563,264500,0.0,0.0
2021-08-23,167.736,169.714,167.726,167.957,309800,0.0,0.0
2021-08-24,168.562,169.148,166.593,167.15,395200,0.0,0.0
2021-08-25,167.093,169.052,166.939,168.255,264200,0.0,0.0
2021-08-26,168.255,168.831,166.805,168.005,362500,0.0,0.0
2021-08-27,168.476,172.739,168.476,172.432,473300,0.0,0.0
2021-08-30,172.288,177.061,172.067,175.457,669500,0.0,0.0
2021-08-31,175.572,175.572,169.724,170.358,800400,0.0,0.0
2021-09-01,170.339,172.547,167.899,172.029,395700,0.0,0.0
2021-09-02,172.893,175.851,172.71,175.668,363800,0.0,0.0
2021-09-03,175.351,176.446,173.642,173.892,478500,0.0,0.0
2021-09-07,173.949,174.948,172.029,172.202,455100,0.0,0.0
2021-09-08,172.201,172.605,169.637,170.118,583300,0.0,0.0
2021-09-09,170.262,171.616,165.22,165.902,636100,0.0,0.0
2021-09-10,166.92,169.177,166.305,166.881,431600,0.0,0.0
2021-09-13,168.399,168.399,164.442,164.884,426500,0.0,0.0
2021-09-14,166.056,166.065,160.611,161.475,654700,0.0,0.0
2021-09-15,162.387,165.979,161.801,165.163,693000,0.0,0.0
2021-09-16,165.21,165.662,164.039,164.394,358300,0.0,0.0
2021-09-17,164.269,164.73,161.014,162.022,905900,0.0,0.0
2021-09-20,159.89,162.57,158.93,162.378,487900,0.0,0.0
2021-09-21,163.664,164.481,161.187,163.914,382500,0.0,0.0
2021-09-22,164.874,164.874,161.725,161.821,412700,0.0,0.0
2021-09-23,162.502,164.97,162.502,164.039,351500,0.0,0.0
2021-09-24,163.3,166.872,163.223,166.853,380200,0.0,0.0
2021-09-27,167.035,169.772,166.382,167.611,404700,0.0,0.0
2021-09-28,166.968,168.149,164.25,164.817,456100,0.0,0.0
2021-09-29,165.086,166.18,162.109,163.328,371800,0.0,0.0
2021-09-30,163.991,164.75,160.39,160.582,493900,0.0,0.0
2021-10-01,161.369,161.897,157.24,160.188,508000,0.0,0.0
2021-10-04,159.89,161.533,158.2,158.911,417100,0.0,0.0
2021-10-05,159.842,164.759,159.574,163.943,423500,0.0,0.0
2021-10-06,163.059,165.134,161.235,164.846,380100,0.0,0.0
2021-10-07,166.065,167.823,165.623,166.18,341700,0.0,0.0
2021-10-08,162.128,166.257,161.417,163.04,577600,0.0,0.0
2021-10-11,160.908,163.885,160.755,162.531,425900,0.0,0.0
2021-10-12,162.627,164.807,161.504,163.626,679600,0.0,0.0
2021-10-13,164.702,165.287,161.609,164.558,548000,0.0,0.0
2021-10-14,166.161,168.639,165.566,168.283,621000,0.0,0.0
2021-10-15,177.656,185.137,174.516,182.986,1733200,0.0,0.0
2021-10-18,183.62,185.041,180.374,181.545,1039100,0.0,0.0
2021-10-19,182.486,183.908,180.268,183.677,452800,0.0,0.0
2021-10-20,184.417,187.749,182.63,187.288,699300,0.0,0.0
2021-10-21,187.326,188.277,185.454,186.241,571700,0.0,0.0
2021-10-22,186.894,189.862,186.865,187.893,518500,0.0,0.0
2021-10-25,188.315,193.107,188.219,189.881,690300,0.0,0.0
2021-10-26,190.515,192.502,188.546,188.68,511300,0.0,0.0
2021-10-27,188.68,190.611,186.981,187.038,406600,0.0,0.0
2021-10-28,187.912,190.649,187.23,190.15,297700,0.0,0.0
2021-10-29,188.69,191.235,188.181,189.362,386500,0.0,0.0
2021-11-01,189.823,191.215,186.769,188.008,568600,0.0,0.0
2021-11-02,188.267,188.7,184.772,185.521,674200,0.0,0.0
2021-11-03,185.242,187.922,185.079,187.653,613000,0.0,0.0
2021-11-04,187.941,190.192,186.749,189.73,552000,0.3,0.0
2021-11-05,191.529,192.827,185.421,185.883,610700,0.0,0.0
2021-11-08,186.864,188.028,184.71,187.278,368700,0.0,0.0
2021-11-09,187.143,188.865,186.604,187.816,271100,0.0,0.0
2021-11-10,187.201,187.576,185.325,186.085,217500,0.0,0.0
2021-11-11,186.653,189.615,186.518,188.913,483400,0.0,0.0
2021-11-12,188.913,194.751,188.913,191.596,490200,0.0,0.0
2021-11-15,191.461,193.616,191.433,191.731,402100,0.0,0.0
2021-11-16,191.635,194.818,191.394,193.76,468100,0.0,0.0
2021-11-17,193.491,194.962,191.885,192.144,401100,0.0,0.0
2021-11-18,192.231,193.096,186.71,188.268,623200,0.0,0.0
2021-11-19,188.211,188.297,183.45,186.835,702800,0.0,0.0
2021-11-22,187.547,191.74,186.864,189.807,422700,0.0,0.0
2021-11-23,189.826,193.173,188.499,192.914,525200,0.0,0.0
2021-11-24,191.558,192.952,190.028,192.577,379200,0.0,0.0
2021-11-26,187.989,189.855,186.402,187.133,297000,0.0,0.0
2021-11-29,189.153,191.24,186.903,188.384,366900,0.0,0.0
2021-11-30,187.191,187.566,182.834,183.854,890200,0.0,0.0
2021-12-01,187.46,187.46,178.804,178.881,664400,0.0,0.0
2021-12-02,178.737,184.085,178.073,182.863,466700,0.0,0.0
2021-12-03,184.306,185.979,182.671,184.392,463400,0.0,0.0
2021-12-06,185.854,189.394,185.643,188.086,479600,0.0,0.0
2021-12-07,190.028,192.587,188.384,188.672,440100,0.0,0.0
2021-12-08,189.971,191.269,185.97,189.172,340900,0.0,0.0
2021-12-09,188.74,193.231,187.653,190.981,451100,0.0,0.0
2021-12-10,192.096,193.289,190.615,190.971,431700,0.0,0.0
2021-12-13,191.442,195.059,189.211,193.125,717300,0.0,0.0
2021-12-14,191.635,194.126,187.855,189.086,447900,0.0,0.0
2021-12-15,189.951,192.106,187.98,191.009,391100,0.0,0.0
2021-12-16,192.433,194.241,188.98,189.019,387900,0.0,0.0
2021-12-17,188.865,189.663,184.046,184.758,1069900,0.0,0.0
2021-12-20,182.036,184.258,180.42,183.479,497100,0.0,0.0
2021-12-21,185.489,187.845,183.931,187.499,344800,0.0,0.0
2021-12-22,187.335,188.855,184.662,187.393,520900,0.0,0.0
2021-12-23,187.759,191.086,187.759,189.692,335500,0.0,0.0
2021-12-27,190.25,195.424,190.25,195.376,284600,0.0,0.0
2021-12-28,195.53,196.568,194.356,196.001,260300,0.0,0.0
2021-12-29,196.203,198.934,195.385,197.886,243000,0.0,0.0
2021-12-30,197.155,197.925,195.511,195.943,203900,0.0,0.0
2021-12-31,195.799,197.617,193.789,196.588,239800,0.0,0.0
2022-01-03,197.165,198.627,192.769,194.126,490900,0.0,0.0
2022-01-04,195.299,200.887,194.212,199.723,691500,0.0,0.0
2022-01-05,199.387,200.762,194.799,195.587,582700,0.0,0.0
2022-01-06,195.991,197.001,191.423,194.231,495100,0.0,0.0
2022-01-07,193.981,193.981,189.855,192.462,522800,0.0,0.0
2022-01-10,191.875,191.875,186.326,190.413,792800,0.0,0.0
2022-01-11,190.817,192.192,187.691,191.442,690200,0.0,0.0
2022-01-12,192.683,195.376,192.529,195.049,636800,0.0,0.0
2022-01-13,196.049,198.28,195.664,196.386,777400,0.0,0.0
2022-01-14,193.981,195.568,189.865,194.347,1034700,0.0,0.0
2022-01-18,194.193,194.356,191.481,192.827,949600,0.0,0.0
2022-01-19,195.443,195.626,187.21,192.981,1351000,0.0,0.0
2022-01-20,194.53,197.482,192.385,192.75,851700,0.0,0.0
2022-01-21,191.827,195.953,189.932,191.346,870500,0.0,0.0
2022-01-24,189.471,195.693,188.403,194.924,845500,0.0,0.0
2022-01-25,192.76,193.366,185.133,188.461,1084000,0.0,0.0
2022-01-26,193.116,193.347,186.585,188.028,1033300,0.0,0.0
2022-01-27,188.855,191.336,179.67,180.92,976000,0.0,0.0
2022-01-28,181.142,184.604,177.775,184.565,575500,0.0,0.0
2022-01-31,183.7,186.874,182.228,185.181,674500,0.0,0.0
2022-02-01,186.72,189.807,183.392,184.806,614300,0.0,0.0
2022-02-02,184.806,188.509,181.315,188.297,586600,0.0,0.0
2022-02-03,186.861,189.145,185.579,186.302,501100,0.4,0.0
2022-02-04,186.129,186.485,181.031,182.727,520200,0.0,0.0
2022-02-07,182.862,182.862,179.566,179.797,511800,0.0,0.0
2022-02-08,180.423,183.835,179.315,182.052,370300,0.0,0.0
2022-02-09,183.498,188.673,183.324,187.343,497400,0.0,0.0
2022-02-10,184.673,188.692,183.633,184.567,611600,0.0,0.0
2022-02-11,184.731,187.006,181.223,183.083,572100,0.0,0.0
2022-02-14,184.037,186.62,182.505,185.512,649800,0.0,0.0
2022-02-15,187.411,192.094,185.464,186.013,518600,0.0,0.0
2022-02-16,185.724,185.724,179.999,184.076,676500,0.0,0.0
2022-02-17,183.093,184.249,180.192,181.031,416100,0.0,0.0
2022-02-18,182.534,183.97,178.621,181.464,681400,0.0,0.0
2022-02-22,181.493,183.758,180.616,182.293,771000,0.0,0.0
2022-02-23,183.025,184.471,181.676,181.917,734500,0.0,0.0
2022-02-24,178.91,182.592,178.293,182.062,620600,0.0,0.0
2022-02-25,182.187,190.321,181.936,188.981,632100,0.0,0.0
2022-02-28,186.09,196.345,185.657,195.574,1109800,0.0,0.0
2022-03-01,194.754,197.568,190.398,193.097,686800,0.0,0.0
2022-03-02,195.159,199.217,194.099,195.371,780700,0.0,0.0
2022-03-03,196.248,199.226,193.347,193.945,727000,0.0,0.0
2022-03-04,192.75,196.846,192.297,196.46,786000,0.0,0.0
2022-03-07,196.557,199.959,191.738,192.702,793500,0.0,0.0
2022-03-08,191.458,192.22,184.143,186.852,1035000,0.0,0.0
2022-03-09,194.282,194.292,189.271,192.143,828400,0.0,0.0
2022-03-10,189.107,195.622,188.345,194.562,494900,0.0,0.0
2022-03-11,196.104,199.939,190.803,191.16,730500,0.0,0.0
2022-03-14,191.786,193.685,186.36,188.268,773100,0.0,0.0
2022-03-15,190.157,192.836,189.916,191.767,647000,0.0,0.0
2022-03-16,193.174,210.271,193.174,210.155,1914700,0.0,0.0
2022-03-17,208.488,210.049,205.278,208.44,891400,0.0,0.0
2022-03-18,208.603,208.892,203.746,207.273,1368900,0.0,0.0
2022-03-21,206.801,208.565,205.211,206.204,581000,0.0,0.0
2022-03-22,206.271,207.89,203.37,206.098,541100,0.0,0.0
2022-03-23,205.587,205.751,202.484,202.561,661800,0.0,0.0
2022-03-24,204.083,205.558,200.267,200.884,750900,0.0,0.0
2022-03-25,201.848,202.32,197.164,201.607,773200,0.0,0.0
2022-03-28,201.819,202.965,199.544,201.944,608700,0.0,0.0
2022-03-29,203.447,204.238,198.686,201.635,624400,0.0,0.0
2022-03-30,201.433,201.934,198.262,198.783,912000,0.0,0.0
2022-03-31,200.932,200.932,192.056,193.511,1099200,0.0,0.0
2022-04-01,193.868,194.774,174.005,174.93,2746700,0.0,0.0
2022-04-04,175.219,175.441,169.427,170.709,1908300,0.0,0.0
2022-04-05,170.641,171.306,165.196,166.806,1912000,0.0,0.0
2022-04-06,164.194,165.89,159.414,164.521,2085800,0.0,0.0
2022-04-07,165.726,166.998,160.763,166.333,1736900,0.0,0.0
2022-04-08,164.165,168.396,161.322,166.902,1683300,0.0,0.0
2022-04-11,166.661,168.155,162.536,164.512,916900,0.0,0.0
2022-04-12,165.235,167.692,160.936,162.131,1084500,0.0,0.0
2022-04-13,166.102,166.603,162.816,165.745,1111400,0.0,0.0
2022-04-14,165.601,167.586,164.483,165.774,1092400,0.0,0.0
2022-04-18,165.543,168.473,162.459,165.235,1769100,0.0,0.0
2022-04-19,165.871,168.357,161.948,167.577,2070700,0.0,0.0
2022-04-20,168.598,170.169,166.17,166.304,1083600,0.0,0.0
2022-04-21,167.519,168.348,163.857,165.129,907100,0.0,0.0
2022-04-22,164.849,164.888,162.16,163.211,738100,0.0,0.0
2022-04-25,162.951,168.473,161.688,167.74,972500,0.0,0.0
2022-04-26,168.637,170.198,164.878,165.774,1242700,0.0,0.0
2022-04-27,165.312,167.981,164.319,165.572,662200,0.0,0.0
2022-04-28,166.728,168.54,165.08,168.261,932200,0.0,0.0
2022-04-29,167.856,170.362,164.387,164.656,792200,0.0,0.0
2022-05-02,165.591,166.285,160.657,163.963,1082400,0.0,0.0
2022-05-03,164.3,166.825,162.951,166.439,649000,0.0,0.0
2022-05-04,166.314,172.164,166.314,171.962,816900,0.0,0.0
2022-05-05,169.764,171.769,168.01,169.302,914800,0.0,0.0
2022-05-06,169.022,170.834,164.338,169.417,662000,0.0,0.0
2022-05-09,167.422,170.294,165.852,166.247,634700,0.0,0.0
2022-05-10,167.914,169.273,161.784,165.9,803700,0.0,0.0
2022-05-11,165.9,167.712,162.931,163.452,786300,0.0,0.0
2022-05-12,163.23,166.968,161.983,166.765,1115300,0.4,0.0
2022-05-13,167.451,174.03,167.268,170.446,906600,0.0,0.0
2022-05-16,170.079,170.079,166.311,167.586,458600,0.0,0.0
2022-05-17,171.064,172.909,169.093,172.89,525300,0.0,0.0
2022-05-18,170.745,171.914,155.009,157.318,1886500,0.0,0.0
2022-05-19,156.777,158.506,151.599,155.163,1397400,0.0,0.0
2022-05-20,156.834,158.882,152.661,158.795,1060800,0.0,0.0
2022-05-23,159.733,161.674,158.844,160.283,498500,0.0,0.0
2022-05-24,158.776,159.153,154.043,156.438,1102400,0.0,0.0
2022-05-25,156.303,162.882,156.013,161.52,816300,0.0,0.0
2022-05-26,162.911,168.011,162.437,167.297,820600,0.0,0.0
2022-05-27,167.76,169.557,166.137,168.919,449400,0.0,0.0
2022-05-31,168.021,168.205,164.167,166.717,1515100,0.0,0.0
2022-06-01,167.519,169.132,165.819,167.036,890600,0.0,0.0
2022-06-02,167.47,171.682,167.47,171.383,524700,0.0,0.0
2022-06-03,169.799,174.464,169.219,173.305,539200,0.0,0.0
2022-06-06,173.489,175.517,172.532,174.919,482800,0.0,0.0
2022-06-07,172.204,173.885,169.171,170.571,753600,0.0,0.0
2022-06-08,169.2,169.296,161.655,163.065,1051000,0.0,0.0
2022-06-09,162.244,164.311,160.38,160.418,833100,0.0,0.0
2022-06-10,159.056,160.998,156.748,158.168,729900,0.0,0.0
2022-06-13,154.854,157.076,152.932,154.97,676300,0.0,0.0
2022-06-14,156.187,158.786,154.004,155.936,541800,0.0,0.0
2022-06-15,157.192,159.221,154.564,156.033,646400,0.0,0.0
2022-06-16,153.009,153.366,150.092,151.241,695000,0.0,0.0
2022-06-17,152.41,152.758,148.691,149.618,968300,0.0,0.0
2022-06-21,151.956,155.202,150.855,153.337,543200,0.0,0.0
2022-06-22,152.072,152.613,148.961,150.246,578600,0.0,0.0
2022-06-23,151.232,152.584,149.811,152.149,567600,0.0,0.0
2022-06-24,152.903,159.114,152.729,156.641,1030400,0.0,0.0
2022-06-27,157.472,159.037,155.946,156.651,530900,0.0,0.0
2022-06-28,156.226,158.795,151.975,152.294,438900,0.0,0.0
2022-06-29,152.497,153.241,149.27,151.956,383700,0.0,0.0
2022-06-30,151.077,153.009,148.807,152.12,580600,0.0,0.0
2022-07-01,152.043,154.729,150.768,154.439,623000,0.0,0.0
2022-07-05,153.328,154.516,151.483,154.294,587300,0.0,0.0
2022-07-06,155.057,156.834,152.893,156.1,657200,0.0,0.0
2022-07-07,157.086,161.298,156.409,160.554,639600,0.0,0.0
2022-07-08,159.298,161.829,158.274,160.071,515600,0.0,0.0
2022-07-11,159.568,160.853,158.274,158.486,504800,0.0,0.0
2022-07-12,157.665,161.549,156.97,158.525,625800,0.0,0.0
2022-07-13,156.574,157.733,154.477,157.25,916000,0.0,0.0
2022-07-14,156.023,160.534,154.458,159.926,725400,0.0,0.0
2022-07-15,162.862,164.833,161.471,161.887,897200,0.0,0.0
2022-07-18,161.674,165.432,161.674,162.389,938200,0.0,0.0
2022-07-19,163.114,169.093,163.114,168.533,1220600,0.0,0.0
2022-07-20,164.34,167.828,164.138,167.248,1204000,0.0,0.0
2022-07-21,168.06,169.499,165.007,166.05,894100,0.0,0.0
2022-07-22,167.045,168.668,166.137,167.847,665200,0.0,0.0
2022-07-25,167.847,168.446,166.698,167.432,581600,0.0,0.0
2022-07-26,165.896,166.785,162.273,163.703,805000,0.0,0.0
2022-07-27,163.867,166.292,161.298,165.722,579400,0.0,0.0
2022-07-28,166.108,174.068,165.992,173.354,772000,0.0,0.0
2022-07-29,173.402,177.923,172.503,177.044,568400,0.0,0.0
2022-08-01,176.281,177.092,174.3,175.392,498900,0.0,0.0
2022-08-02,175.286,175.836,171.991,172.629,456400,0.0,0.0
2022-08-03,173.866,173.866,171.441,172.513,371300,0.0,0.0
2022-08-04,172.629,176.076,171.913,175.427,447900,0.4,0.0
2022-08-05,173.646,177.906,173.646,177.761,331800,0.0,0.0
2022-08-08,178.158,181.721,178.051,181.12,676800,0.0,0.0
2022-08-09,180.588,181.575,177.751,178.535,721900,0.0,0.0
2022-08-10,181.304,185.129,180.646,184.848,499900,0.0,0.0
2022-08-11,185.468,189.737,185.022,186.755,690300,0.0,0.0
2022-08-12,187.026,188.992,186.542,188.924,591500,0.0,0.0
2022-08-15,188.44,189.67,186.881,187.956,672900,0.0,0.0
2022-08-16,187.578,190.967,187.385,188.459,877500,0.0,0.0
